"Sequence ID (GISAID EPI-ISL)"	"Authors"	"Originating laboratory"	"Submitting laboratory"
"EPI_ISL_2362692"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Guanajuato"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2362694"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Ciudad de Mexico"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2362695"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Tamaulipas"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2372012"	"Dakota Howard, Dhwani Batra, Peter W. Cook, Kara Moser, Adrian Paskey, Jason Caravas, Benjamin Rambo-Martin, Shatavia Morrison, Christopher Gulvick, Scott Sammons, Yvette Unoarumhi, Darlene Wagner, Matthew Schmerer, S. H. Rosenthal, A. Gerasimova, R. M. Kagan, B. Anderson, M. Hua, Y. Liu, L.E. Bernstein, K.E. Livingston, A. Perez, I. A. Shlyakhter, R. V. Rolando, R. Owen, P. Tanpaiboon, F. Lacbawan, Clinton R. Paden, Duncan MacCannell"	"Quest Diagnostics Incorporated"	"Centers for Disease Control and Prevention   Division of Viral Diseases, Pathogen Discovery"
"EPI_ISL_2373015"	"Ramon Lorenzo-Redondo, Lacy M. Simons, Taylor J. Dean, Chad J. Achenbach, Lawrence J. Jennings, Chao Qi, Michael G. Ison, Judd F. Hultquist, Egon A. Ozer"	"Northwestern Memorial Hospital"	"Northwestern University - Ozer Lab"
"EPI_ISL_2373044"	"Ramon Lorenzo-Redondo, Lacy M. Simons, Taylor J. Dean, Chad J. Achenbach, Lawrence J. Jennings, Chao Qi, Michael G. Ison, Judd F. Hultquist, Egon A. Ozer"	"Northwestern Memorial Hospital"	"Northwestern University - Ozer Lab"
"EPI_ISL_2373528"	"Surendra Pratap Mishra, Royana Singh,Shivani Mishra, Shivam Tiwari, Gunjan Rai, Umesh Choudhary, Maneesha Upadhyay,Lamuk Zaveri,Tulasi Nagabandi, Ara Sreenivas,Shreekant Verma, Amareshwar Vodapalli ,Valli Nagalakshmi Undamatla,Payel Mukherjee,Archana Bharadwaj Siva,Sharath Chandra Thota,Gyaneshwer Chaubey,Karthik Bharadwaj Tallapaka,Rakesh K Mishra,Divya Tej Sowpati"	"Banaras Hindu University"	"CSIR-Centre for Cellular and Molecular Biology-INSACOG"
"EPI_ISL_2380800"	"Jeremy Wang, Alexander Rubinsteyn, Colleen Rice, Jason Smedberg, Shawn Hawken, Melissa Miller, Corbin Jones, Robert Hagan"	"Clinical Molecular Microbiology Laboratory, UNC Hospitals"	"Jeremy Wang"
"EPI_ISL_2382729"	"Gage Moreno, Katarina Braun, et al. AIDS Vaccine Research Laboratories"	"University of Wisconsin-Madison AIDS Vaccine Research Laboratories"	"University of Wisconsin-Madison AIDS Vaccine Research Laboratories"
"EPI_ISL_2382732"	"Gage Moreno, Katarina Braun, et al. AIDS Vaccine Research Laboratories"	"University of Wisconsin-Madison AIDS Vaccine Research Laboratories"	"University of Wisconsin-Madison AIDS Vaccine Research Laboratories"
"EPI_ISL_2391078"	"Karen Orostica, Constanza Campano, Barbara Parra, Loredana Arata, Gisselle Barra, Patricia Bustos, Rodrigo Fasce, Javier Tognarelli, Andres Castillo, Soledad Ulloa, Jorge Fernandez"	"Genetica Molecular and Subdepartamento de Virologia ISP Chile"	"Instituto de Salud Publica de Chile"
"EPI_ISL_2392191"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2392192"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2392193"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2392194"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2399612"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2399613"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2399614"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2399615"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2399620"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2400444"	"Weihua Huang, Utsav Pandey, Jian Zhuge, Changhong Yin"	"Molecular Biology Laboratory, Westchester Medical Center"	"Genomics Core Laboratory, New York Medical College"
"EPI_ISL_2400445"	"Weihua Huang, Utsav Pandey, Jian Zhuge, Changhong Yin"	"Molecular Biology Laboratory, Westchester Medical Center"	"Genomics Core Laboratory, New York Medical College"
"EPI_ISL_2400446"	"Weihua Huang, Utsav Pandey, Jian Zhuge, Changhong Yin"	"Molecular Biology Laboratory, Westchester Medical Center"	"Genomics Core Laboratory, New York Medical College"
"EPI_ISL_2402459"	"Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W."	"New South Wales Health Pathology Royal Prince Alfred Hospital"	"Microbiology RPAH"
"EPI_ISL_2404848"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2404849"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2404868"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2405094"	"Weihua Huang, Utsav Pandey, Jian Zhuge, Changhong Yin"	"Molecular Biology Laboratory, Westchester Medical Center"	"Genomics Core Laboratory, New York Medical College"
"EPI_ISL_2405097"	"Weihua Huang, Utsav Pandey, Jian Zhuge, Changhong Yin"	"Molecular Biology Laboratory, Westchester Medical Center"	"Genomics Core Laboratory, New York Medical College"
"EPI_ISL_2405179"	"P. Hemarajata et al."	"California Hospital Medical Center"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2405183"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2405190"	"P. Hemarajata et al."	"USC Clinical Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2422996"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2422999"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2423009"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2423012"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2423024"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2423030"	"SEARCH Alliance San Diego with Ashleigh Murphy, Jovan Shephard, Brett Austin"	"San Diego County Public Health Laboratory"	"Andersen lab at Scripps Research"
"EPI_ISL_2423511"	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	"Oregon State Public Health Laboratory"	"Oregon State Public Health Laboratory"
"EPI_ISL_2424177"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424178"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424179"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424180"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424181"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424182"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424206"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424207"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424208"	"P. Hemarajata et al."	"UCLA Clinical Micro Lab"	"Los Angeles County Public Health Laboratories"
"EPI_ISL_2424258"	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	"Oregon State Public Health Laboratory"	"Oregon State Public Health Laboratory"
"EPI_ISL_2425347"	"Alexandra Lorentz, Jacob Garfin, Matt Plumb, and Xiong Wang"	"Minnesota Department of Health, Public Health Laboratory"	"Minnesota Department of Health, Public Health Laboratory"
"EPI_ISL_2439176"	"Cassandra Campion, Jamie Yeadon, Brian Pope, Lixia Liu, Kyle Brownlee, Melissa Hindenlang, Mark Glazier"	"IN State Department of Health Laboratory Services"	"IN State Department of Health Laboratory Services"
"EPI_ISL_2443071"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443072"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443078"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443080"	"Hidalgo-Miranda A, Cedro-Tanda A,  Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443081"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443083"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Instituto Nacional de Medicina Genomica"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443084"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2443085"	"Hidalgo-Miranda A, Cedro-Tanda A, Cisneros-Villanueva M, Orjuela-Rodríguez M, Mendoza-Vargas A, Reyes-Grajeda JP, Abraham Campos-Romero, Moreno-Camacho José Luis, Rodriguez-Gallegos Jorge, Luna-Ruiz Marco, Gonzalez-Barrera D, Rangel-DeLeon D, Munguia-Garza P, Ramirez-Vega O, Escobar-Arrazola, M, Herrera-Montalvo LA."	"Salud Digna"	"Instituto Nacional de Medicina Genomica"
"EPI_ISL_2445972"	"Daryl Domman, Kurt Schwalm, Valerie Morley, Justin Bacca, Jon Femling, Darrell Dinwiddie"	"Univeristy of New Mexico Hospital"	"Center for Global Health, University of New Mexico Health Sciences Center"
"EPI_ISL_2448210"	"Mahesh S Dhar, Kalaiarasan Ponnusamy, Meena Datta, Priyanka Singh, Uma Sharma, Manoj K Singh, Radhakrishnan V. S, Robin Marwal, Hemlata Lall, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2448301"	"Kirsten St. George, Daryl M. Lamson, Alexis Russell, Matthew Shudt, Melissa A Leisner, Jonathan Plitnick, Catharine Prussing, Navjot Singh, John Kelly, Erasmus Schneider, Erica Lasek-Nesselquist"	"WESTCHESTER MEDICAL CENTER"	"Wadsworth Center, New York State Department of Health"
"EPI_ISL_2459275"	"Radhakrishnan V. S, Robin Marwal, Mahesh S Dhar, Kalaiarasan Ponnusamy, Meena Datta, Priyanka Singh, Uma Sharma, Manoj K Singh, Hemlata Lall, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2459975"	"Meena Datta, Priyanka Singh, Uma Sharma, Manoj K Singh, Radhakrishnan V. S, Robin Marwal, Mahesh S Dhar, Kalaiarasan Ponnusamy, Hemlata Lall, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2460857"	"Priyanka Singh, Uma Sharma, Hemlata Lall, Manoj K Singh, Radhakrishnan V. S, Robin Marwal, Mahesh S Dhar, Kalaiarasan Ponnusamy, Meena Datta, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2460883"	"Meena Datta, Priyanka Singh, Uma Sharma, Hemlata Lall, Manoj K Singh, Radhakrishnan V. S, Robin Marwal, Mahesh S Dhar, Kalaiarasan Ponnusamy, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2461983"	"Mahesh S Dhar, Kalaiarasan Ponnusamy, Meena Datta,  Priyanka Singh, Uma Sharma, Hemlata Lall, Manoj K Singh, Radhakrishnan V. S, Robin Marwal, Hema Gogia, Preeti Madan, Sandhya Kabra, Sujeet K Singh, Partha Rakshit"	"National Centre for Disease Control (NCDC) Biotechnology Division, Delhi"	"NCDC Delhi, Biotechnology Division INSACOG"
"EPI_ISL_2473674"	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	"Oregon State Public Health Laboratory"	"Oregon State Public Health Laboratory"
"EPI_ISL_2479917"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Yucatan"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2479918"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Yucatan"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2483970"	"Sergio Buenestado Serrano, Pedro Sola Campoy, Laura Pérez-Lago, Cristina Rodriguez-Grande, Marta Herranz Martin, Victor Manuel de la Cueva, Julia Suárez, Pilar Catalán, Patricia Muñoz, Darío García de Viedma"	"Hospital General Universitario Gregorio Marañón"	"Hospital General Universitario Gregorio Marañón"
"EPI_ISL_2483980"	"Sergio Buenestado Serrano, Pedro Sola Campoy, Laura Pérez-Lago, Cristina Rodriguez-Grande, Marta Herranz Martin, Victor Manuel de la Cueva, Julia Suárez, Pilar Catalán, Patricia Muñoz, Darío García de Viedma"	"Hospital General Universitario Gregorio Marañón"	"Hospital General Universitario Gregorio Marañón"
"EPI_ISL_2483983"	"Sergio Buenestado Serrano, Pedro Sola Campoy, Laura Pérez-Lago, Cristina Rodriguez-Grande, Marta Herranz Martin, Victor Manuel de la Cueva, Julia Suárez, Pilar Catalán, Patricia Muñoz, Darío García de Viedma"	"Hospital General Universitario Gregorio Marañón"	"Hospital General Universitario Gregorio Marañón"
"EPI_ISL_2489784"	"Daniel Bates, Rebecca Bruders, Michael Buckley, Mark Frerker, Amanda Gale, Clem Green, Muhammad Halimun, Kneshay Harper, Matt Hartman, Alex Isner, Audra Johnson, Jessica Kunder, Lauren Mitchell, Jemma Nelson, Alex Nguyen, Sofia Olsson, Sadie Patraw, Tobias Ragoczy, Joshua Richards, Jean Robinston, Jacob Rodriguez, John Stamatoyannopoulos, Eric Thorland, Julia Wald"	"State Testing Facility"	"Altius Institute for Biomedical Research"
"EPI_ISL_2489801"	"Daniel Bates, Rebecca Bruders, Michael Buckley, Mark Frerker, Amanda Gale, Clem Green, Muhammad Halimun, Kneshay Harper, Matt Hartman, Alex Isner, Audra Johnson, Jessica Kunder, Lauren Mitchell, Jemma Nelson, Alex Nguyen, Sofia Olsson, Sadie Patraw, Tobias Ragoczy, Joshua Richards, Jean Robinston, Jacob Rodriguez, John Stamatoyannopoulos, Eric Thorland, Julia Wald"	"State Testing Facility"	"Altius Institute for Biomedical Research"
"EPI_ISL_2491173"	"Jolene Bowers, Heather Centner, Chris French, Hayley Yaglom, Ashlyn Pfeiffer, Darrin Lemmer, Dave Engelthaler, The Arizona COVID Genomics Union (ACGU)"	"TGen North"	"TGen North"
"EPI_ISL_2491260"	"Jolene Bowers, Heather Centner, Chris French, Hayley Yaglom, Ashlyn Pfeiffer, Darrin Lemmer, Dave Engelthaler, The Arizona COVID Genomics Union (ACGU)"	"TGen North"	"TGen North"
"EPI_ISL_2491599"	"Tallon, Luke J; Sadzewicz, Lisa D; Humphrys, Mike; Ott, Sandra; Roussey, Holly; Mehta, Aditya; Vavikolanu, Kranthi; Fraser, Claire M; Ravel, Jacques"	"Maryland Genomics, Institute for Genome Sciences, University of Maryland School of Medicine"	"Maryland Genomics, Institute for Genome Sciences, University of Maryland School of Medicine"
"EPI_ISL_2492463"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Queretaro"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2492464"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Nuevo Leon"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2492465"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Guanajuato"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2492471"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Guanajuato"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
"EPI_ISL_2492472"	"Claudia Wong-Arambula, Abril Rodriguez-Maldonado, Vanessa Rivero-Arredondo, Ariadna Medina-Benitez, Joaquin Quiroz-Mercado, Sergio Rangel-Guerrero, Natividad Cruz-Ortiz, Tatiana Nunez-Garcia, Gisela Barrera-Badillo, Lucia Hernandez-Rivas, Irma Lopez-Martinez, Ernesto Ramirez-Gonzalez."	"LESP Oaxaca"	"Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)"
